"","job","marital","education","balance","housing","loan","month","campaign","pdays","previous","poutcome","y"
"2087","blue-collar","married","primary",1046,"no","no","jun",4,-1,0,"nonexistent","no"
"2088","student","single","secondary",1566,"no","no","jan",5,-1,0,"nonexistent","no"
"2089","management","single","tertiary",592,"no","no","jan",2,164,1,"nonexistent","no"
"2090","management","single","tertiary",104,"yes","no","may",3,-1,0,"nonexistent","yes"
"2091","blue-collar","married","secondary",0,"yes","no","may",1,-1,0,"nonexistent","no"
"2092","services","married","secondary",-22,"no","yes","jul",1,-1,0,"nonexistent","no"
"2093","services","married","secondary",0,"no","no","jul",3,-1,0,"nonexistent","no"
"2094","technician","married","secondary",72,"no","no","may",1,-1,0,"nonexistent","no"
"2095","technician","married","secondary",100,"no","no","aug",4,-1,0,"nonexistent","no"
"2096","blue-collar","married","primary",319,"yes","no","jul",1,-1,0,"nonexistent","no"
"2097","management","married","tertiary",9339,"yes","no","nov",3,172,3,"nonexistent","no"
"2098","management","divorced","tertiary",50,"yes","no","jun",3,-1,0,"nonexistent","no"
"2099","retired","married","secondary",32,"yes","no","may",3,-1,0,"nonexistent","no"
"2100","management","married","tertiary",6922,"no","no","nov",1,-1,0,"nonexistent","no"
"2101","management","single","tertiary",633,"yes","no","apr",3,-1,0,"nonexistent","no"
"2102","technician","married","secondary",4265,"yes","no","may",2,-1,0,"nonexistent","no"
"2103","entrepreneur","married","tertiary",2262,"no","no","jul",14,-1,0,"nonexistent","no"
"2104","services","married","secondary",1970,"yes","no","jun",1,404,2,"success","no"
"2105","self-employed","divorced","tertiary",1513,"no","no","may",1,342,1,"failure","no"
"2106","entrepreneur","married","secondary",4659,"yes","no","aug",1,-1,0,"nonexistent","no"
"2107","entrepreneur","married","primary",668,"no","no","may",1,-1,0,"nonexistent","no"
"2108","management","divorced","tertiary",649,"no","no","apr",1,-1,0,"nonexistent","no"
"2109","blue-collar","divorced","primary",452,"yes","no","may",4,-1,0,"nonexistent","no"
"2110","admin.","single","secondary",-145,"yes","no","may",8,-1,0,"nonexistent","no"
"2111","blue-collar","married","secondary",-498,"yes","no","jul",1,-1,0,"nonexistent","no"
"2112","management","single","tertiary",0,"no","no","aug",16,-1,0,"nonexistent","no"
"2113","admin.","married","secondary",22,"yes","no","aug",4,-1,0,"nonexistent","no"
"2114","admin.","married","secondary",2304,"yes","no","nov",2,-1,0,"nonexistent","no"
"2115","management","married","tertiary",1412,"yes","no","aug",1,-1,0,"nonexistent","yes"
"2116","housemaid","married","primary",145,"no","no","aug",2,-1,0,"nonexistent","no"
"2117","management","single","primary",4897,"yes","no","may",1,-1,0,"nonexistent","no"
"2118","housemaid","married","primary",1832,"no","no","feb",4,-1,0,"nonexistent","no"
"2119","blue-collar","married","primary",3726,"no","yes","aug",12,-1,0,"nonexistent","no"
"2120","unemployed","married","tertiary",591,"no","no","nov",2,-1,0,"nonexistent","no"
"2121","retired","divorced","tertiary",0,"no","no","nov",2,-1,0,"nonexistent","yes"
"2122","student","single","secondary",508,"yes","no","may",3,374,1,"nonexistent","no"
"2123","unemployed","married","secondary",817,"no","no","jan",1,282,4,"success","yes"
"2124","technician","divorced","secondary",348,"yes","no","may",2,275,2,"failure","no"
"2125","management","married","tertiary",291,"yes","no","may",2,-1,0,"nonexistent","no"
"2126","technician","married","secondary",3554,"no","yes","jul",1,-1,0,"nonexistent","no"
"2127","blue-collar","married","primary",781,"yes","no","may",2,-1,0,"nonexistent","no"
"2128","technician","divorced","tertiary",267,"no","no","may",1,-1,0,"nonexistent","no"
"2129","blue-collar","married","primary",1327,"yes","no","nov",1,-1,0,"nonexistent","no"
"2130","admin.","married","primary",-306,"yes","no","may",1,-1,0,"nonexistent","yes"
"2131","blue-collar","single","primary",864,"yes","no","may",2,-1,0,"nonexistent","no"
"2132","housemaid","married","tertiary",1265,"yes","no","may",5,179,4,"failure","yes"
"2133","admin.","married","secondary",0,"no","no","may",1,-1,0,"nonexistent","no"
"2134","technician","married","tertiary",214,"no","no","aug",3,-1,0,"nonexistent","no"
"2135","retired","married","secondary",425,"yes","yes","nov",1,-1,0,"nonexistent","no"
"2136","housemaid","married","tertiary",3,"no","no","aug",2,-1,0,"nonexistent","no"
"2137","management","married","tertiary",0,"yes","no","may",2,-1,0,"nonexistent","no"
"2138","blue-collar","married","primary",0,"no","no","nov",2,-1,0,"nonexistent","no"
"2139","technician","single","secondary",282,"no","yes","jul",5,-1,0,"nonexistent","no"
"2140","entrepreneur","married","tertiary",0,"no","no","jul",1,-1,0,"nonexistent","no"
"2141","housemaid","single","tertiary",3727,"no","no","jun",6,-1,0,"nonexistent","yes"
"2142","blue-collar","married","secondary",0,"yes","yes","jul",12,-1,0,"nonexistent","no"
"2143","services","single","secondary",864,"yes","no","may",1,-1,0,"nonexistent","no"
"2144","management","married","tertiary",4089,"yes","no","feb",2,174,4,"nonexistent","yes"
"2145","blue-collar","married","secondary",-478,"no","yes","jul",2,-1,0,"nonexistent","no"
"2146","unemployed","married","primary",-363,"no","no","jun",2,-1,0,"nonexistent","no"
"2147","self-employed","married","secondary",8883,"no","no","nov",3,-1,0,"nonexistent","no"
"2148","technician","single","secondary",1970,"no","no","apr",3,-1,0,"nonexistent","no"
"2149","management","married","tertiary",1859,"no","no","aug",3,-1,0,"nonexistent","yes"
"2150","technician","single","tertiary",1059,"yes","no","apr",1,-1,0,"nonexistent","no"
"2151","services","married","secondary",388,"yes","no","may",2,-1,0,"nonexistent","no"
"2152","blue-collar","divorced","primary",602,"yes","no","may",1,284,2,"failure","no"
"2153","services","single","secondary",0,"no","no","jul",1,-1,0,"nonexistent","no"
"2154","blue-collar","married","primary",255,"yes","no","jul",1,-1,0,"nonexistent","no"
"2155","blue-collar","married","secondary",63,"yes","no","jun",8,-1,0,"nonexistent","no"
"2156","self-employed","married","primary",712,"yes","no","jun",3,-1,0,"nonexistent","no"
"2157","services","married","secondary",57,"yes","no","jul",9,-1,0,"nonexistent","no"
"2158","retired","married","secondary",523,"no","yes","feb",6,-1,0,"nonexistent","no"
"2159","management","married","tertiary",422,"no","no","aug",1,-1,0,"nonexistent","no"
"2160","services","married","secondary",386,"no","no","nov",1,92,4,"failure","yes"
"2161","management","married","tertiary",3387,"no","no","aug",2,-1,0,"nonexistent","no"
"2162","technician","married","primary",260,"no","no","aug",2,-1,0,"nonexistent","no"
"2163","admin.","single","secondary",-1,"no","no","jul",1,-1,0,"nonexistent","no"
"2164","technician","married","secondary",1490,"yes","no","jul",2,-1,0,"nonexistent","no"
"2165","services","married","secondary",497,"yes","yes","may",5,-1,0,"nonexistent","no"
"2166","technician","married","secondary",1707,"yes","no","jun",3,-1,0,"nonexistent","no"
"2167","technician","married","secondary",826,"yes","no","nov",3,112,8,"nonexistent","no"
"2168","blue-collar","married","primary",907,"no","no","aug",8,-1,0,"nonexistent","no"
"2169","services","married","secondary",1836,"yes","no","may",2,-1,0,"nonexistent","yes"
"2170","entrepreneur","single","secondary",404,"no","no","jan",3,-1,0,"nonexistent","no"
"2171","management","divorced","tertiary",907,"yes","no","jun",2,-1,0,"nonexistent","no"
"2172","technician","married","secondary",18,"yes","yes","may",1,-1,0,"nonexistent","no"
"2173","blue-collar","single","primary",-495,"yes","no","may",2,-1,0,"nonexistent","no"
"2175","services","married","secondary",819,"yes","no","jul",14,-1,0,"nonexistent","no"
"2176","management","divorced","tertiary",442,"no","no","may",3,-1,0,"nonexistent","no"
"2177","blue-collar","single","secondary",-46,"yes","no","sep",1,92,14,"success","yes"
"2178","student","single","secondary",671,"yes","no","may",2,-1,0,"nonexistent","no"
"2179","technician","married","secondary",371,"no","no","aug",2,-1,0,"nonexistent","no"
"2180","technician","married","tertiary",-3,"no","no","aug",9,-1,0,"nonexistent","no"
"2181","management","married","secondary",11,"yes","no","may",3,-1,0,"nonexistent","no"
"2182","blue-collar","single","secondary",33,"yes","no","may",1,368,4,"failure","no"
"2183","entrepreneur","married","secondary",104,"yes","no","jul",3,-1,0,"nonexistent","yes"
"2184","blue-collar","married","primary",174,"no","yes","jul",1,-1,0,"nonexistent","no"
"2185","management","married","tertiary",3107,"yes","yes","jul",1,-1,0,"nonexistent","no"
"2186","services","married","secondary",1438,"yes","no","may",1,351,2,"failure","no"
"2187","blue-collar","married","secondary",1367,"no","no","jun",1,-1,0,"nonexistent","no"
"2188","blue-collar","married","primary",-11,"no","no","jul",4,-1,0,"nonexistent","no"
"2189","admin.","single","secondary",1693,"yes","no","jan",1,97,1,"success","no"
"2190","blue-collar","married","primary",778,"yes","yes","may",5,-1,0,"nonexistent","no"
"2191","technician","married","tertiary",837,"no","no","aug",6,-1,0,"nonexistent","no"
"2192","management","married","tertiary",363,"no","no","nov",1,-1,0,"nonexistent","no"
"2193","admin.","single","secondary",236,"yes","yes","may",2,-1,0,"nonexistent","no"
"2195","management","married","tertiary",-50,"no","yes","jul",1,-1,0,"nonexistent","no"
"2196","entrepreneur","single","primary",4,"yes","no","may",2,-1,0,"nonexistent","yes"
"2197","management","divorced","tertiary",26306,"yes","no","feb",1,84,3,"failure","no"
"2198","admin.","married","secondary",46,"yes","yes","may",1,-1,0,"nonexistent","no"
"2199","technician","married","secondary",575,"no","yes","feb",2,-1,0,"nonexistent","no"
"2200","admin.","divorced","secondary",148,"no","yes","jul",1,-1,0,"nonexistent","no"
"2201","services","married","secondary",431,"no","no","aug",17,-1,0,"nonexistent","no"
"2202","technician","single","tertiary",777,"yes","no","may",1,-1,0,"nonexistent","no"
"2203","management","married","tertiary",199,"yes","yes","may",4,-1,0,"nonexistent","yes"
"2204","technician","single","tertiary",3552,"no","no","nov",1,-1,0,"nonexistent","no"
"2205","services","married","secondary",47,"no","no","may",2,-1,0,"nonexistent","no"
"2206","admin.","divorced","secondary",3823,"no","no","apr",10,-1,0,"nonexistent","no"
"2207","management","married","tertiary",138,"no","no","aug",4,-1,0,"nonexistent","no"
"2208","admin.","single","secondary",1117,"yes","no","may",2,-1,0,"nonexistent","no"
"2209","blue-collar","married","secondary",1325,"yes","no","may",1,-1,0,"nonexistent","no"
"2210","retired","married","secondary",0,"no","no","jul",4,-1,0,"nonexistent","no"
"2211","entrepreneur","married","tertiary",4343,"no","no","jun",4,-1,0,"nonexistent","no"
"2212","management","divorced","tertiary",1598,"no","no","aug",4,-1,0,"nonexistent","no"
"2213","management","married","tertiary",3301,"yes","no","jun",2,227,4,"failure","yes"
"2214","student","single","secondary",822,"no","no","oct",1,91,2,"failure","yes"
"2215","technician","divorced","secondary",-280,"yes","no","may",1,-1,0,"nonexistent","no"
"2217","admin.","married","secondary",1671,"no","no","may",1,-1,0,"nonexistent","no"
"2218","self-employed","married","tertiary",2007,"no","no","jun",1,-1,0,"nonexistent","no"
"2219","blue-collar","married","primary",0,"yes","no","jul",25,-1,0,"nonexistent","no"
"2220","technician","married","secondary",2776,"yes","no","jan",1,-1,0,"nonexistent","yes"
"2221","blue-collar","married","secondary",139,"yes","yes","may",2,291,5,"failure","yes"
"2222","management","married","tertiary",573,"no","no","aug",1,-1,0,"nonexistent","no"
"2223","admin.","married","secondary",475,"yes","no","may",1,-1,0,"nonexistent","no"
"2224","blue-collar","divorced","secondary",47,"yes","yes","may",1,-1,0,"nonexistent","no"
"2225","management","single","tertiary",2154,"yes","no","jul",4,-1,0,"nonexistent","no"
"2226","self-employed","single","tertiary",96,"no","no","feb",1,-1,0,"nonexistent","no"
"2227","entrepreneur","married","tertiary",83,"yes","no","jul",2,-1,0,"nonexistent","no"
"2228","management","single","tertiary",6766,"no","no","aug",5,-1,0,"nonexistent","no"
"2229","technician","married","secondary",3973,"no","no","aug",2,-1,0,"nonexistent","no"
"2230","services","divorced","secondary",372,"yes","yes","may",2,-1,0,"nonexistent","no"
"2231","blue-collar","single","secondary",-552,"no","yes","nov",2,-1,0,"nonexistent","no"
"2232","self-employed","single","tertiary",48,"no","no","nov",1,-1,0,"nonexistent","no"
"2233","technician","married","secondary",7696,"yes","no","nov",2,-1,0,"nonexistent","no"
"2234","services","married","secondary",4500,"yes","no","may",2,-1,0,"nonexistent","yes"
"2235","technician","married","secondary",1,"yes","no","nov",1,-1,0,"nonexistent","no"
"2236","management","single","tertiary",46,"no","yes","nov",1,152,1,"failure","no"
"2237","admin.","divorced","secondary",-18,"yes","no","may",3,-1,0,"nonexistent","no"
"2238","services","married","secondary",451,"yes","yes","may",4,-1,0,"nonexistent","no"
"2239","self-employed","married","tertiary",479,"yes","no","feb",3,-1,0,"nonexistent","no"
"2240","blue-collar","married","secondary",0,"yes","no","nov",6,-1,0,"nonexistent","no"
"2241","technician","married","secondary",1130,"yes","no","jul",2,-1,0,"nonexistent","no"
"2242","blue-collar","married","primary",389,"yes","no","jun",6,-1,0,"nonexistent","no"
"2243","admin.","single","secondary",10,"no","yes","nov",1,173,3,"failure","no"
"2244","services","married","secondary",401,"yes","no","may",2,-1,0,"nonexistent","no"
"2245","housemaid","single","tertiary",145,"yes","yes","jul",2,-1,0,"nonexistent","no"
"2246","technician","married","secondary",115,"yes","no","may",1,-1,0,"nonexistent","no"
"2247","admin.","single","secondary",89,"yes","yes","feb",2,-1,0,"nonexistent","no"
"2248","technician","married","secondary",94,"yes","yes","may",5,-1,0,"nonexistent","no"
"2249","services","married","secondary",1438,"yes","no","may",2,-1,0,"nonexistent","no"
"2250","unemployed","divorced","tertiary",780,"no","no","nov",1,871,2,"failure","no"
"2251","management","married","tertiary",207,"yes","no","feb",1,-1,0,"nonexistent","no"
"2252","management","married","tertiary",238,"no","no","feb",1,92,1,"success","yes"
"2253","blue-collar","married","primary",2433,"no","no","aug",2,-1,0,"nonexistent","no"
"2254","housemaid","single","secondary",1924,"no","no","feb",1,-1,0,"nonexistent","no"
"2255","unemployed","married","tertiary",-471,"yes","no","may",7,-1,0,"nonexistent","no"
"2256","management","single","tertiary",1531,"yes","no","may",3,170,1,"failure","no"
"2257","management","single","secondary",764,"no","no","jun",2,-1,0,"nonexistent","no"
"2258","blue-collar","married","secondary",383,"no","no","may",1,-1,0,"nonexistent","no"
"2259","retired","married","primary",3782,"no","no","mar",1,-1,0,"nonexistent","no"
"2260","management","married","tertiary",326,"yes","no","may",1,-1,0,"nonexistent","yes"
"2261","services","divorced","secondary",691,"no","no","feb",6,-1,0,"nonexistent","no"
"2262","technician","single","secondary",0,"no","no","aug",2,-1,0,"nonexistent","no"
"2263","management","single","tertiary",99,"no","no","jul",1,-1,0,"nonexistent","no"
"2264","retired","married","secondary",502,"yes","no","may",2,370,3,"failure","no"
"2265","management","married","tertiary",-15,"no","no","jul",2,-1,0,"nonexistent","no"
"2266","management","married","tertiary",1929,"yes","no","may",15,-1,0,"nonexistent","no"
"2267","admin.","married","secondary",0,"no","no","sep",2,238,3,"success","no"
"2268","blue-collar","single","primary",185,"no","no","jun",1,-1,0,"nonexistent","no"
"2269","management","single","secondary",-424,"yes","no","may",1,-1,0,"nonexistent","no"
"2270","services","single","secondary",0,"yes","no","may",7,-1,0,"nonexistent","no"
"2271","retired","married","secondary",319,"yes","no","may",3,-1,0,"nonexistent","no"
"2272","management","single","tertiary",171,"yes","no","may",1,294,1,"failure","no"
"2273","technician","divorced","tertiary",-1148,"yes","yes","may",2,-1,0,"nonexistent","no"
"2274","blue-collar","married","primary",-11,"yes","no","may",1,-1,0,"nonexistent","no"
"2275","admin.","single","secondary",0,"yes","no","may",1,-1,0,"nonexistent","yes"
"2276","management","married","tertiary",-206,"yes","no","may",2,-1,0,"nonexistent","no"
"2277","blue-collar","married","primary",704,"yes","yes","jul",10,-1,0,"nonexistent","no"
"2278","technician","married","secondary",1931,"no","no","jun",1,298,10,"nonexistent","no"
"2279","technician","single","secondary",943,"no","no","aug",4,-1,0,"nonexistent","no"
"2280","technician","married","secondary",327,"yes","no","apr",3,-1,0,"nonexistent","no"
"2281","management","single","secondary",-105,"yes","no","may",3,-1,0,"nonexistent","no"
"2282","retired","married","secondary",983,"no","no","aug",1,-1,0,"nonexistent","no"
"2283","blue-collar","single","primary",787,"yes","no","may",2,-1,0,"nonexistent","no"
"2284","entrepreneur","married","tertiary",0,"yes","no","jul",3,-1,0,"nonexistent","no"
"2285","blue-collar","married","secondary",3060,"yes","no","may",2,-1,0,"nonexistent","no"
"2286","services","married","secondary",5780,"yes","no","apr",2,-1,0,"nonexistent","no"
"2287","technician","single","secondary",790,"no","no","aug",3,-1,0,"nonexistent","no"
"2288","unemployed","married","tertiary",1449,"no","no","may",6,-1,0,"nonexistent","no"
"2289","technician","married","secondary",1412,"no","no","aug",3,-1,0,"nonexistent","no"
"2290","student","single","secondary",681,"no","no","aug",1,-1,0,"nonexistent","no"
"2291","entrepreneur","married","tertiary",228,"yes","no","feb",1,-1,0,"nonexistent","no"
"2292","admin.","married","secondary",0,"no","no","jun",1,-1,0,"nonexistent","no"
"2293","technician","single","tertiary",2087,"no","no","aug",14,-1,0,"nonexistent","no"
"2294","entrepreneur","married","secondary",2,"yes","yes","may",1,167,6,"failure","no"
"2295","technician","married","secondary",197,"no","yes","feb",2,222,3,"nonexistent","no"
"2296","services","married","secondary",0,"no","yes","jul",4,-1,0,"nonexistent","no"
"2297","blue-collar","married","secondary",1905,"yes","no","jul",2,-1,0,"nonexistent","yes"
"2298","technician","married","tertiary",118,"no","no","aug",2,-1,0,"nonexistent","no"
"2299","entrepreneur","married","tertiary",2644,"yes","no","may",1,-1,0,"nonexistent","no"
"2300","self-employed","married","tertiary",16430,"yes","no","jun",3,-1,0,"nonexistent","no"
"2301","technician","married","secondary",13,"no","no","aug",2,-1,0,"nonexistent","no"
"2302","services","divorced","secondary",14,"no","yes","jul",2,-1,0,"nonexistent","no"
"2303","technician","single","secondary",769,"yes","no","may",1,371,2,"failure","no"
"2305","management","married","secondary",139,"no","no","aug",1,-1,0,"nonexistent","no"
"2306","services","divorced","secondary",202,"yes","no","may",1,-1,0,"nonexistent","no"
"2307","technician","married","tertiary",6,"yes","no","jan",1,435,1,"failure","no"
"2308","management","divorced","tertiary",2515,"no","no","jun",3,-1,0,"nonexistent","no"
"2309","management","divorced","tertiary",5195,"yes","no","jun",25,-1,0,"nonexistent","no"
"2310","management","married","tertiary",2098,"no","no","nov",1,-1,0,"nonexistent","no"
"2311","management","married","tertiary",320,"no","no","aug",2,-1,0,"nonexistent","no"
"2312","management","married","tertiary",3431,"yes","no","may",1,-1,0,"nonexistent","no"
"2313","admin.","married","secondary",50,"yes","no","may",2,-1,0,"nonexistent","no"
"2314","housemaid","divorced","tertiary",370,"yes","no","aug",3,-1,0,"nonexistent","no"
"2315","blue-collar","divorced","primary",-182,"no","no","jul",1,-1,0,"nonexistent","no"
"2316","self-employed","single","tertiary",1623,"yes","no","jun",17,-1,0,"nonexistent","no"
"2317","entrepreneur","married","tertiary",13342,"yes","no","nov",1,-1,0,"nonexistent","no"
"2318","retired","single","primary",6570,"no","no","jul",3,-1,0,"nonexistent","no"
"2319","admin.","married","secondary",225,"yes","no","apr",1,340,1,"failure","no"
"2320","management","married","secondary",-665,"no","no","jul",3,-1,0,"nonexistent","no"
"2321","management","single","tertiary",0,"no","no","may",25,-1,0,"nonexistent","no"
"2322","services","single","secondary",54,"yes","no","may",2,-1,0,"nonexistent","yes"
"2323","blue-collar","married","primary",46,"no","no","jul",3,-1,0,"nonexistent","no"
"2324","self-employed","married","secondary",2,"no","no","aug",5,-1,0,"nonexistent","no"
"2325","blue-collar","married","secondary",103,"yes","yes","may",2,-1,0,"nonexistent","no"
"2326","admin.","single","secondary",883,"yes","no","may",1,327,9,"nonexistent","no"
"2327","services","married","secondary",55,"yes","no","may",9,-1,0,"nonexistent","no"
"2328","admin.","married","secondary",8238,"yes","yes","may",4,-1,0,"nonexistent","no"
"2329","blue-collar","single","secondary",913,"yes","no","jul",4,-1,0,"nonexistent","no"
"2330","blue-collar","divorced","secondary",595,"yes","no","may",3,-1,0,"nonexistent","no"
"2331","technician","single","secondary",7,"yes","no","jul",2,-1,0,"nonexistent","no"
"2332","technician","single","tertiary",1661,"no","no","aug",5,-1,0,"nonexistent","no"
"2333","management","married","tertiary",102,"yes","no","apr",7,426,3,"nonexistent","yes"
"2334","services","married","secondary",338,"no","no","may",1,-1,0,"nonexistent","no"
"2335","management","married","secondary",3132,"yes","no","may",5,-1,0,"nonexistent","no"
"2336","admin.","single","tertiary",490,"yes","no","may",1,363,2,"failure","no"
"2337","management","married","tertiary",2682,"yes","no","jul",1,-1,0,"nonexistent","no"
"2338","services","married","tertiary",0,"yes","no","may",1,-1,0,"nonexistent","no"
"2339","unemployed","married","secondary",596,"no","no","jan",2,-1,0,"nonexistent","no"
"2340","blue-collar","married","secondary",2059,"yes","no","aug",4,-1,0,"nonexistent","no"
"2341","admin.","married","secondary",132,"no","no","oct",2,-1,0,"nonexistent","no"
"2342","management","married","secondary",0,"no","no","feb",1,-1,0,"nonexistent","no"
"2343","blue-collar","married","primary",385,"yes","no","may",4,-1,0,"nonexistent","no"
"2344","management","married","tertiary",223,"no","no","jan",1,-1,0,"nonexistent","no"
"2345","management","married","tertiary",0,"yes","no","jun",13,-1,0,"nonexistent","no"
"2346","services","single","secondary",512,"yes","yes","jan",5,239,3,"failure","no"
"2347","entrepreneur","married","tertiary",1169,"yes","no","may",2,-1,0,"nonexistent","no"
"2348","management","single","tertiary",71,"yes","no","may",12,-1,0,"nonexistent","no"
"2349","management","single","tertiary",940,"no","no","aug",2,-1,0,"nonexistent","no"
"2350","technician","single","secondary",-80,"yes","yes","jun",1,-1,0,"nonexistent","no"
"2351","technician","married","secondary",0,"yes","no","aug",4,-1,0,"nonexistent","no"
"2353","admin.","married","secondary",179,"no","no","sep",1,-1,0,"nonexistent","no"
"2354","management","married","secondary",1007,"yes","no","jul",2,-1,0,"nonexistent","no"
"2355","management","single","secondary",0,"no","no","aug",4,-1,0,"nonexistent","no"
"2356","services","married","secondary",1286,"yes","yes","jul",1,-1,0,"nonexistent","no"
"2357","services","married","secondary",804,"yes","yes","may",1,-1,0,"nonexistent","no"
"2358","student","single","secondary",4,"no","no","feb",2,-1,0,"nonexistent","no"
"2359","blue-collar","married","primary",0,"yes","no","jul",1,-1,0,"nonexistent","no"
"2360","services","single","secondary",417,"yes","no","feb",10,207,3,"failure","no"
"2361","blue-collar","married","primary",1678,"no","no","jan",2,-1,0,"nonexistent","no"
"2362","services","divorced","secondary",532,"yes","no","jun",1,-1,0,"nonexistent","no"
"2363","management","married","secondary",407,"yes","no","jul",2,-1,0,"nonexistent","no"
"2364","management","divorced","tertiary",659,"no","yes","jun",1,-1,0,"nonexistent","no"
"2365","blue-collar","married","secondary",393,"yes","no","may",9,-1,0,"nonexistent","no"
"2366","admin.","divorced","secondary",661,"yes","no","nov",1,173,2,"nonexistent","no"
"2367","services","single","secondary",0,"no","no","jul",23,-1,0,"nonexistent","no"
"2369","services","married","secondary",195,"yes","no","apr",1,-1,0,"nonexistent","no"
"2370","entrepreneur","married","secondary",68,"yes","no","may",1,-1,0,"nonexistent","no"
"2371","technician","single","secondary",-242,"yes","no","aug",6,-1,0,"nonexistent","yes"
"2372","management","divorced","tertiary",321,"yes","no","may",1,-1,0,"nonexistent","no"
"2373","services","single","secondary",3403,"yes","no","nov",2,97,2,"success","yes"
"2374","blue-collar","married","secondary",8,"yes","no","may",1,-1,0,"nonexistent","no"
"2375","blue-collar","divorced","secondary",739,"yes","no","may",1,-1,0,"nonexistent","no"
"2376","unemployed","single","secondary",622,"no","no","jan",2,-1,0,"nonexistent","yes"
"2377","services","married","secondary",152,"yes","no","jun",1,-1,0,"nonexistent","yes"
"2378","technician","single","secondary",2,"no","no","aug",4,-1,0,"nonexistent","no"
"2379","blue-collar","married","secondary",1439,"yes","no","jul",6,-1,0,"nonexistent","no"
"2380","blue-collar","divorced","secondary",1491,"yes","no","may",2,334,2,"failure","no"
"2381","technician","single","secondary",6402,"yes","no","may",1,167,1,"success","no"
"2382","unemployed","married","secondary",1210,"no","no","jul",4,-1,0,"nonexistent","no"
"2383","management","single","tertiary",122,"no","yes","jul",1,-1,0,"nonexistent","no"
"2384","student","single","secondary",0,"yes","no","nov",1,-1,0,"nonexistent","no"
"2385","management","married","tertiary",62,"yes","no","may",1,-1,0,"nonexistent","no"
"2386","services","married","secondary",3333,"yes","yes","jul",2,-1,0,"nonexistent","no"
"2387","technician","married","tertiary",16992,"yes","no","may",1,-1,0,"nonexistent","no"
"2388","blue-collar","married","primary",23,"yes","no","jul",8,-1,0,"nonexistent","no"
"2389","admin.","married","secondary",0,"yes","no","may",2,-1,0,"nonexistent","no"
"2390","technician","married","tertiary",6072,"no","yes","jun",4,-1,0,"nonexistent","no"
"2391","retired","single","secondary",366,"no","yes","may",2,-1,0,"nonexistent","no"
"2392","management","divorced","tertiary",0,"no","yes","jul",1,-1,0,"nonexistent","no"
"2393","management","married","tertiary",1343,"yes","yes","may",1,-1,0,"nonexistent","no"
"2394","entrepreneur","married","secondary",2105,"yes","no","nov",1,-1,0,"nonexistent","no"
"2396","services","single","secondary",35,"yes","no","may",1,-1,0,"nonexistent","no"
"2397","management","married","tertiary",877,"no","no","aug",1,83,5,"failure","no"
"2398","blue-collar","single","primary",30,"yes","no","may",17,-1,0,"nonexistent","no"
"2399","entrepreneur","married","secondary",-2082,"no","yes","jul",6,-1,0,"nonexistent","no"
"2400","retired","married","secondary",89,"no","no","apr",2,-1,0,"nonexistent","no"
"2401","self-employed","married","secondary",104,"no","no","jun",1,-1,0,"nonexistent","no"
"2402","management","married","tertiary",1750,"yes","no","may",3,-1,0,"nonexistent","no"
"2403","management","married","primary",772,"yes","no","nov",1,-1,0,"nonexistent","no"
"2404","technician","married","secondary",1048,"yes","no","feb",2,-1,0,"nonexistent","no"
"2405","entrepreneur","married","primary",592,"no","no","jul",2,-1,0,"nonexistent","no"
"2406","technician","married","secondary",0,"yes","yes","jul",2,172,1,"failure","no"
"2407","services","married","secondary",3064,"yes","no","may",4,-1,0,"nonexistent","no"
"2408","services","married","primary",33,"no","no","may",3,-1,0,"nonexistent","no"
"2409","blue-collar","married","secondary",0,"yes","no","may",2,-1,0,"nonexistent","no"
"2410","admin.","single","secondary",1649,"no","no","may",2,-1,0,"nonexistent","no"
"2411","housemaid","single","tertiary",287,"yes","no","nov",1,-1,0,"nonexistent","no"
"2412","technician","divorced","secondary",0,"yes","no","nov",2,-1,0,"nonexistent","no"
"2413","housemaid","married","primary",419,"no","yes","jun",3,-1,0,"nonexistent","no"
"2414","services","married","secondary",257,"yes","no","may",2,-1,0,"nonexistent","no"
"2415","technician","married","secondary",118,"no","no","aug",20,-1,0,"nonexistent","no"
"2416","management","married","tertiary",251,"no","no","aug",2,-1,0,"nonexistent","no"
"2417","management","single","tertiary",1731,"yes","yes","may",3,-1,0,"nonexistent","no"
"2418","management","married","tertiary",0,"no","no","oct",3,-1,0,"nonexistent","no"
"2419","technician","single","tertiary",23,"no","no","aug",3,-1,0,"nonexistent","no"
"2420","blue-collar","single","secondary",-386,"no","yes","nov",1,-1,0,"nonexistent","yes"
"2421","self-employed","married","tertiary",5498,"no","no","nov",1,-1,0,"nonexistent","no"
"2422","management","single","tertiary",5063,"no","no","oct",2,-1,0,"nonexistent","yes"
"2423","blue-collar","married","primary",7041,"yes","no","jul",4,-1,0,"nonexistent","no"
"2424","entrepreneur","single","secondary",654,"no","no","may",2,-1,0,"nonexistent","no"
"2425","management","married","tertiary",1890,"no","no","jul",1,-1,0,"nonexistent","no"
"2426","unemployed","married","secondary",2400,"yes","yes","feb",3,-1,0,"nonexistent","no"
"2427","blue-collar","married","secondary",519,"yes","no","aug",6,-1,0,"nonexistent","no"
"2428","technician","single","tertiary",1190,"no","no","aug",1,-1,0,"nonexistent","no"
"2429","services","single","secondary",229,"yes","no","may",1,-1,0,"nonexistent","no"
